ass1;ass2;dif
05.593;05.607;0.0555556
05.593;05.611;0.025641
05.593;05.613;0.0437956
05.593;05.614;0.04
05.593;05.615;0.0
05.593;05.616;0.0606061
05.593;22.400;0.0
05.594;05.554;0.0
05.594;05.555;0.0
05.594;05.556;0.0
05.594;05.557;0.0
05.594;05.558;0.0
05.594;05.559;0.0
05.594;05.560;0.0
05.594;05.561;0.0
05.594;05.562;0.0
05.594;05.563;0.0
05.594;05.564;0.0
05.594;05.565;0.0
05.594;05.566;0.0
05.594;05.567;0.0
05.594;05.568;0.0
05.594;05.569;0.0
05.594;05.570;0.0
05.594;05.571;0.0
05.594;05.572;0.0
05.594;05.573;0.0
05.594;05.574;0.0
05.594;05.575;0.181818
05.594;05.576;0.0
05.594;05.577;0.15493
05.594;05.578;0.213333
05.594;05.579;0.0
05.594;05.580;0.16
05.594;05.581;0.0
05.594;05.582;0.0
05.594;05.583;0.0
05.594;05.584;0.04
05.594;05.585;0.0833333
05.594;05.586;0.0
05.594;05.587;0.0
05.594;05.588;0.0
05.594;05.589;0.04
05.594;05.590;0.0
05.594;05.591;0.0
05.594;05.592;0.0
05.594;05.593;0.0588235
05.594;05.594;0.28125
05.594;05.595;0.0
05.594;05.596;0.0
05.594;05.597;0.0
05.594;05.598;0.0
05.594;05.599;0.0
05.594;05.600;0.0
05.594;05.601;0.0
05.594;05.604;0.0454545
05.594;05.607;0.05
05.594;05.611;0.0
05.594;05.613;0.151515
05.594;05.614;0.0
05.594;05.615;0.0
05.594;05.616;0.1
05.594;22.400;0.0
05.595;05.554;0.0
05.595;05.555;0.0
05.595;05.556;0.0
05.595;05.557;0
05.595;05.558;0.0434783
05.595;05.559;0.0625
05.595;05.560;0.157895
05.595;05.561;0.0
05.595;05.562;0.0
05.595;05.563;0
05.595;05.564;0
05.595;05.565;0.0
05.595;05.566;0.0666667
05.595;05.567;0.157895
05.595;05.568;0
05.595;05.569;0.121212
05.595;05.570;0.157895
05.595;05.571;0
05.595;05.572;0.12
05.595;05.573;0.0555556
05.595;05.574;0.0
05.595;05.575;0.125
05.595;05.576;0.0
05.595;05.577;0.0
05.595;05.578;0.0
05.595;05.579;0.0
05.595;05.580;0.0833333
05.595;05.581;0.0
05.595;05.582;0.0540541
05.595;05.583;0.0
05.595;05.584;0.0555556
05.595;05.585;0.1
05.595;05.586;0.0
05.595;05.587;0.0
05.595;05.588;0
05.595;05.589;0.111111
05.595;05.590;0
05.595;05.591;0.0
05.595;05.592;0.0
05.595;05.593;0
05.595;05.594;0.0
05.595;05.595;0.0714286
05.595;05.596;0.07109
05.595;05.597;0.0
05.595;05.598;0.0
05.595;05.599;0.0
05.595;05.600;0.033557
05.595;05.601;0.0
05.595;05.604;0.0568182
05.595;05.607;0.025641
05.595;05.611;0.0625
05.595;05.613;0.04
05.595;05.614;0.05
05.595;05.615;0.0
05.595;05.616;0.111111
05.595;22.400;0.0
05.596;05.554;0.0
05.596;05.555;0.190476
05.596;05.556;0.0833333
05.596;05.557;0.217391
05.596;05.558;0.0638298
05.596;05.559;0.0555556
05.596;05.560;0.0689655
05.596;05.561;0
05.596;05.562;0.166667
05.596;05.563;0.115385
05.596;05.564;0.0425532
05.596;05.565;0.0952381
05.596;05.566;0
05.596;05.567;0
05.596;05.568;0.097561
05.596;05.569;0.12
05.596;05.570;0.09375
05.596;05.571;0.137255
05.596;05.572;0.135135
05.596;05.573;0.0816327
05.596;05.574;0.0
05.596;05.575;0.04
05.596;05.576;0.0
05.596;05.577;0.0
05.596;05.578;0.0
05.596;05.579;0.0
05.596;05.580;0
05.596;05.581;0.0
05.596;05.582;0.135802
05.596;05.583;0.0
05.596;05.584;0.0930233
05.596;05.585;0.118644
05.596;05.586;0.0
05.596;05.587;0.0
05.596;05.588;0.0
05.596;05.589;0.0947368
05.596;05.590;0.0862069
05.596;05.591;0.0
05.596;05.592;0.0
05.596;05.593;0.0392157
05.596;05.594;0.0
05.596;05.595;0.07109
05.596;05.596;0.15873
05.596;05.597;0.0
05.596;05.598;0.0
05.596;05.599;0.0
05.596;05.600;0.0733333
05.596;05.601;0.0909091
05.596;05.604;0.042328
05.596;05.607;0.0325203
05.596;05.611;0.0232558
05.596;05.613;0.1
05.596;05.614;0
05.596;05.615;0.0
05.596;05.616;0.133333
05.596;22.400;0.0
05.597;05.554;0.0
05.597;05.555;0.0
05.597;05.556;0
05.597;05.557;0.0833333
05.597;05.558;0
05.597;05.559;0.0625
05.597;05.560;0.0689655
05.597;05.561;0.0
05.597;05.562;0.0
05.597;05.563;0
05.597;05.564;0.1
05.597;05.565;0.0
05.597;05.566;0.0740741
05.597;05.567;0.0588235
05.597;05.568;0
05.597;05.569;0.0576923
05.597;05.570;0.0416667
05.597;05.571;0.0833333
05.597;05.572;0.037037
05.597;05.573;0.117647
05.597;05.574;0.0273973
05.597;05.575;0.0869565
05.597;05.576;0.0970874
05.597;05.577;0.0
05.597;05.578;0.0
05.597;05.579;0
05.597;05.580;0.0
05.597;05.581;0.0322581
05.597;05.582;0.0721649
05.597;05.583;0.111111
05.597;05.584;0.2
05.597;05.585;0.0754717
05.597;05.586;0.0294118
05.597;05.587;0
05.597;05.588;0.0
05.597;05.589;0.0641026
05.597;05.590;0.0833333
05.597;05.591;0.171429
05.597;05.592;0.0
05.597;05.593;0.0
05.597;05.594;0.0
05.597;05.595;0.0
05.597;05.596;0.0
05.597;05.597;0.218182
05.597;05.598;0.0247525
05.597;05.599;0.0243902
05.597;05.600;0.0
05.597;05.601;0
05.597;05.604;0.0
05.597;05.607;0.0
05.597;05.611;0.03125
05.597;05.613;0.0
05.597;05.614;0
05.597;05.615;0.0
05.597;05.616;0.037037
05.597;22.400;0.0
05.598;05.554;0.0
05.598;05.555;0.0
05.598;05.556;0.0
05.598;05.557;0.0
05.598;05.558;0.0689655
05.598;05.559;0.1
05.598;05.560;0.1
05.598;05.561;0.0
05.598;05.562;0.0
05.598;05.563;0
05.598;05.564;0
05.598;05.565;0.0
05.598;05.566;0.0625
05.598;05.567;0
05.598;05.568;0
05.598;05.569;0
05.598;05.570;0
05.598;05.571;0
05.598;05.572;0.037037
05.598;05.573;0
05.598;05.574;0
05.598;05.575;0
05.598;05.576;0
05.598;05.577;0.0
05.598;05.578;0.0
05.598;05.579;0.0
05.598;05.580;0.0
05.598;05.581;0
05.598;05.582;0
05.598;05.583;0.1
05.598;05.584;0.0
05.598;05.585;0.0740741
05.598;05.586;0.0909091
05.598;05.587;0.0666667
05.598;05.588;0.0
05.598;05.589;0.0217391
05.598;05.590;0
05.598;05.591;0.0
05.598;05.592;0.0
05.598;05.593;0.0
05.598;05.594;0.0
05.598;05.595;0.0
05.598;05.596;0.0
05.598;05.597;0.0247525
05.598;05.598;0
05.598;05.599;0.0170455
05.598;05.600;0.0
05.598;05.601;0.0
05.598;05.604;0.0
05.598;05.607;0.0
05.598;05.611;0
05.598;05.613;0.0
05.598;05.614;0
05.598;05.615;0.0
05.598;05.616;0
05.598;22.400;0.0
05.599;05.554;0.0
05.599;05.555;0.0
05.599;05.556;0.0
05.599;05.557;0.0
05.599;05.558;0
05.599;05.559;0
05.599;05.560;0.05
05.599;05.561;0.0
05.599;05.562;0.0
05.599;05.563;0
05.599;05.564;0.0909091
05.599;05.565;0.0
05.599;05.566;0
05.599;05.567;0
05.599;05.568;0
05.599;05.569;0
05.599;05.570;0.0769231
05.599;05.571;0
05.599;05.572;0.0277778
05.599;05.573;0.0
05.599;05.574;0
05.599;05.575;0
05.599;05.576;0.0344828
05.599;05.577;0.0
05.599;05.578;0.0
05.599;05.579;0.0
05.599;05.580;0.0
05.599;05.581;0.0384615
05.599;05.582;0.0238095
05.599;05.583;0
05.599;05.584;0.0
05.599;05.585;0.08
05.599;05.586;0.0909091
05.599;05.587;0
05.599;05.588;0.0
05.599;05.589;0
05.599;05.590;0.0625
05.599;05.591;0.0
05.599;05.592;0.0
05.599;05.593;0.0
05.599;05.594;0.0
05.599;05.595;0.0
05.599;05.596;0.0
05.599;05.597;0.0243902
05.599;05.598;0.0170455
05.599;05.599;0.0555556
05.599;05.600;0.0
05.599;05.601;0.0
05.599;05.604;0.0
05.599;05.607;0.0
05.599;05.611;0
05.599;05.613;0.0
05.599;05.614;0
05.599;05.615;0.0
05.599;05.616;0.0238095
05.599;22.400;0.0
05.600;05.554;0.0
05.600;05.555;0.0
05.600;05.556;0.0
05.600;05.557;0.0909091
05.600;05.558;0.037037
05.600;05.559;0.125
05.600;05.560;0.0588235
05.600;05.561;0.0
05.600;05.562;0.0
05.600;05.563;0.0833333
05.600;05.564;0
05.600;05.565;0.0
05.600;05.566;0.0588235
05.600;05.567;0.0
05.600;05.568;0.0555556
05.600;05.569;0.0652174
05.600;05.570;0.0909091
05.600;05.571;0.0243902
05.600;05.572;0.0454545
05.600;05.573;0.0344828
05.600;05.574;0.0
05.600;05.575;0.0909091
05.600;05.576;0.0
05.600;05.577;0.0
05.600;05.578;0.0
05.600;05.579;0.0
05.600;05.580;0.0
05.600;05.581;0.0
05.600;05.582;0.0851064
05.600;05.583;0.0
05.600;05.584;0
05.600;05.585;0.08
05.600;05.586;0.0
05.600;05.587;0.0
05.600;05.588;0.0
05.600;05.589;0.140351
05.600;05.590;0.0416667
05.600;05.591;0.0
05.600;05.592;0.0
05.600;05.593;0.0666667
05.600;05.594;0.0
05.600;05.595;0.033557
05.600;05.596;0.0733333
05.600;05.597;0.0
05.600;05.598;0.0
05.600;05.599;0.0
05.600;05.600;0.119048
05.600;05.601;0.0
05.600;05.604;0.0291262
05.600;05.607;0.0307692
05.600;05.611;0
05.600;05.613;0.0454545
05.600;05.614;0
05.600;05.615;0.0
05.600;05.616;0.0434783
05.600;22.400;0.0
05.601;05.554;0.0
05.601;05.555;0.0
05.601;05.556;0.0
05.601;05.557;0.0
05.601;05.558;0
05.601;05.559;0.0
05.601;05.560;0
05.601;05.561;0.0
05.601;05.562;0.0
05.601;05.563;0.0
05.601;05.564;0.0
05.601;05.565;0.0
05.601;05.566;0.0714286
05.601;05.567;0.0625
05.601;05.568;0.0714286
05.601;05.569;0.142857
05.601;05.570;0.0
05.601;05.571;0.0294118
05.601;05.572;0.107143
05.601;05.573;0.0
05.601;05.574;0
05.601;05.575;0.0
05.601;05.576;0.0526316
05.601;05.577;0.0
05.601;05.578;0.0
05.601;05.579;0.0666667
05.601;05.580;0.142857
05.601;05.581;0.04
05.601;05.582;0.0810811
05.601;05.583;0.117647
05.601;05.584;0.0769231
05.601;05.585;0.0769231
05.601;05.586;0.0512821
05.601;05.587;0
05.601;05.588;0
05.601;05.589;0.106383
05.601;05.590;0
05.601;05.591;0
05.601;05.592;0.0
05.601;05.593;0
05.601;05.594;0.0
05.601;05.595;0.0
05.601;05.596;0.0909091
05.601;05.597;0
05.601;05.598;0.0
05.601;05.599;0.0
05.601;05.600;0.0
05.601;05.601;0.25
05.601;05.604;0.047619
05.601;05.607;0.0526316
05.601;05.611;0
05.601;05.613;0.037037
05.601;05.614;0.222222
05.601;05.615;0.0
05.601;05.616;0
05.601;22.400;0.0
05.604;05.554;0.0
05.604;05.555;0.0
05.604;05.556;0.0
05.604;05.557;0.153846
05.604;05.558;0.0645161
05.604;05.559;0.0909091
05.604;05.560;0.047619
05.604;05.561;0.0
05.604;05.562;0.0
05.604;05.563;0.136364
05.604;05.564;0.0454545
05.604;05.565;0.0909091
05.604;05.566;0.0833333
05.604;05.567;0.0
05.604;05.568;0.0384615
05.604;05.569;0.0222222
05.604;05.570;0.1
05.604;05.571;0.0754717
05.604;05.572;0
05.604;05.573;0.111111
05.604;05.574;0.0
05.604;05.575;0.25
05.604;05.576;0.0
05.604;05.577;0.0588235
05.604;05.578;0.181818
05.604;05.579;0.0
05.604;05.580;0
05.604;05.581;0.0
05.604;05.582;0.097561
05.604;05.583;0.0
05.604;05.584;0.0921053
05.604;05.585;0.0731707
05.604;05.586;0.0
05.604;05.587;0.0
05.604;05.588;0.0294118
05.604;05.589;0.0707071
05.604;05.590;0.0714286
05.604;05.591;0.0
05.604;05.592;0.0
05.604;05.593;0.03125
05.604;05.594;0.0454545
05.604;05.595;0.0568182
05.604;05.596;0.042328
05.604;05.597;0.0
05.604;05.598;0.0
05.604;05.599;0.0
05.604;05.600;0.0291262
05.604;05.601;0.047619
05.604;05.604;0.116279
05.604;05.607;0.0306122
05.604;05.611;0.0454545
05.604;05.613;0.0769231
05.604;05.614;0.0689655
05.604;05.615;0.0
05.604;05.616;0
05.604;22.400;0.0
05.607;05.554;0.0
05.607;05.555;0.0
05.607;05.556;0.0
05.607;05.557;0.3
05.607;05.558;0.0666667
05.607;05.559;0.0666667
05.607;05.560;0
05.607;05.561;0.0
05.607;05.562;0.1
05.607;05.563;0.0
05.607;05.564;0.117647
05.607;05.565;0.0
05.607;05.566;0.2
05.607;05.567;0.0
05.607;05.568;0.0714286
05.607;05.569;0
05.607;05.570;0.272727
05.607;05.571;0.294118
05.607;05.572;0.0909091
05.607;05.573;0.0769231
05.607;05.574;0.0
05.607;05.575;0.0909091
05.607;05.576;0.0
05.607;05.577;0.142857
05.607;05.578;0.1
05.607;05.579;0.0
05.607;05.580;0.0238095
05.607;05.581;0.0
05.607;05.582;0.0566038
05.607;05.583;0.0
05.607;05.584;0.0285714
05.607;05.585;0.166667
05.607;05.586;0.0
05.607;05.587;0.0
05.607;05.588;0.136364
05.607;05.589;0
05.607;05.590;0.15
05.607;05.591;0.0
05.607;05.592;0.0
05.607;05.593;0.0555556
05.607;05.594;0.05
05.607;05.595;0.025641
05.607;05.596;0.0325203
05.607;05.597;0.0
05.607;05.598;0.0
05.607;05.599;0.0
05.607;05.600;0.0307692
05.607;05.601;0.0526316
05.607;05.604;0.0306122
05.607;05.607;0.1
05.607;05.611;0.0625
05.607;05.613;0.0722892
05.607;05.614;0.0909091
05.607;05.615;0.0
05.607;05.616;0.0294118
05.607;22.400;0.0
05.611;05.554;0.517647
05.611;05.555;0.274194
05.611;05.556;0.15493
05.611;05.557;0.358491
05.611;05.558;0.191919
05.611;05.559;0.15493
05.611;05.560;0.0212766
05.611;05.561;0.22973
05.611;05.562;0.36875
05.611;05.563;0.206107
05.611;05.564;0.128713
05.611;05.565;0.241379
05.611;05.566;0.132948
05.611;05.567;0.159091
05.611;05.568;0.15978
05.611;05.569;0.145695
05.611;05.570;0.334928
05.611;05.571;0.145833
05.611;05.572;0.057971
05.611;05.573;0.21466
05.611;05.574;0.0714286
05.611;05.575;0.106061
05.611;05.576;0.0769231
05.611;05.577;0.0
05.611;05.578;0.0
05.611;05.579;0.0588235
05.611;05.580;0.0
05.611;05.581;0
05.611;05.582;0.146067
05.611;05.583;0.0588235
05.611;05.584;0.107143
05.611;05.585;0.137255
05.611;05.586;0.111111
05.611;05.587;0.1
05.611;05.588;0
05.611;05.589;0.0743802
05.611;05.590;0.14966
05.611;05.591;0.1
05.611;05.592;0.0
05.611;05.593;0.025641
05.611;05.594;0.0
05.611;05.595;0.0625
05.611;05.596;0.0232558
05.611;05.597;0.03125
05.611;05.598;0
05.611;05.599;0
05.611;05.600;0
05.611;05.601;0
05.611;05.604;0.0454545
05.611;05.607;0.0625
05.611;05.611;0.4
05.611;05.613;0.181818
05.611;05.614;0.0625
05.611;05.615;0.0
05.611;05.616;0.162162
05.611;22.400;0.0
05.613;05.554;0.0
05.613;05.555;0.0
05.613;05.556;0
05.613;05.557;0.272727
05.613;05.558;0.0333333
05.613;05.559;0.0833333
05.613;05.560;0
05.613;05.561;0.0
05.613;05.562;0.0
05.613;05.563;0.222222
05.613;05.564;0.0
05.613;05.565;0.0
05.613;05.566;0.130435
05.613;05.567;0.259259
05.613;05.568;0.0882353
05.613;05.569;0.135135
05.613;05.570;0.142857
05.613;05.571;0.130952
05.613;05.572;0.0789474
05.613;05.573;0.0882353
05.613;05.574;0.0
05.613;05.575;0.12069
05.613;05.576;0.0
05.613;05.577;0
05.613;05.578;0.157895
05.613;05.579;0.0
05.613;05.580;0.0826446
05.613;05.581;0.0
05.613;05.582;0.0754717
05.613;05.583;0.0
05.613;05.584;0.0802139
05.613;05.585;0.162791
05.613;05.586;0.0
05.613;05.587;0.0
05.613;05.588;0.0192308
05.613;05.589;0.0890411
05.613;05.590;0.0851064
05.613;05.591;0.0
05.613;05.592;0.0
05.613;05.593;0.0437956
05.613;05.594;0.151515
05.613;05.595;0.04
05.613;05.596;0.1
05.613;05.597;0.0
05.613;05.598;0.0
05.613;05.599;0.0
05.613;05.600;0.0454545
05.613;05.601;0.037037
05.613;05.604;0.0769231
05.613;05.607;0.0722892
05.613;05.611;0.181818
05.613;05.613;0.333333
05.613;05.614;0
05.613;05.615;0.0
05.613;05.616;0.117647
05.613;22.400;0.0
05.614;05.554;0.311594
05.614;05.555;0.146667
05.614;05.556;0.144417
05.614;05.557;0.317757
05.614;05.558;0.111111
05.614;05.559;0.204461
05.614;05.560;0.0701754
05.614;05.561;0.166667
05.614;05.562;0.231481
05.614;05.563;0.192369
05.614;05.564;0.122449
05.614;05.565;0.211302
05.614;05.566;0.18
05.614;05.567;0.137931
05.614;05.568;0.15
05.614;05.569;0.0634921
05.614;05.570;0.213964
05.614;05.571;0.197674
05.614;05.572;0.173913
05.614;05.573;0.123596
05.614;05.574;0.0625
05.614;05.575;0.108108
05.614;05.576;0
05.614;05.577;0.0
05.614;05.578;0
05.614;05.579;0.0
05.614;05.580;0
05.614;05.581;0.0625
05.614;05.582;0.148936
05.614;05.583;0
05.614;05.584;0
05.614;05.585;0.115385
05.614;05.586;0.1
05.614;05.587;0
05.614;05.588;0.0
05.614;05.589;0.0434783
05.614;05.590;0.0888889
05.614;05.591;0.0
05.614;05.592;0.0
05.614;05.593;0.04
05.614;05.594;0.0
05.614;05.595;0.05
05.614;05.596;0
05.614;05.597;0
05.614;05.598;0
05.614;05.599;0
05.614;05.600;0
05.614;05.601;0.222222
05.614;05.604;0.0689655
05.614;05.607;0.0909091
05.614;05.611;0.0625
05.614;05.613;0
05.614;05.614;0.221184
05.614;05.615;0.0
05.614;05.616;0.025641
05.614;22.400;0.185185
05.615;05.554;0.0
05.615;05.555;0.0
05.615;05.556;0.0
05.615;05.557;0.0
05.615;05.558;0.0
05.615;05.559;0.0
05.615;05.560;0.0
05.615;05.561;0.0
05.615;05.562;0.0
05.615;05.563;0.0
05.615;05.564;0.0
05.615;05.565;0.0
05.615;05.566;0.0
05.615;05.567;0.0
05.615;05.568;0.0
05.615;05.569;0.0
05.615;05.570;0.0
05.615;05.571;0.0
05.615;05.572;0.0
05.615;05.573;0.0
05.615;05.574;0.0
05.615;05.575;0.0
05.615;05.576;0.0
05.615;05.577;0.0
05.615;05.578;0.0
05.615;05.579;0.0
05.615;05.580;0.0
05.615;05.581;0.0
05.615;05.582;0.0
05.615;05.583;0.0
05.615;05.584;0.0
05.615;05.585;0.0
05.615;05.586;0.0
05.615;05.587;0.0
05.615;05.588;0.0
05.615;05.589;0.0
05.615;05.590;0.0
05.615;05.591;0.0
05.615;05.592;0.0
05.615;05.593;0.0
05.615;05.594;0.0
05.615;05.595;0.0
05.615;05.596;0.0
05.615;05.597;0.0
05.615;05.598;0.0
05.615;05.599;0.0
05.615;05.600;0.0
05.615;05.601;0.0
05.615;05.604;0.0
05.615;05.607;0.0
05.615;05.611;0.0
05.615;05.613;0.0
05.615;05.614;0.0
05.615;05.615;0.0
05.615;05.616;0.0
05.615;22.400;0.0
05.616;05.554;0.0
05.616;05.555;0.0
05.616;05.556;0.0
05.616;05.557;0.0
05.616;05.558;0
05.616;05.559;0
05.616;05.560;0.0350877
05.616;05.561;0.0
05.616;05.562;0.0
05.616;05.563;0
05.616;05.564;0.0
05.616;05.565;0.0
05.616;05.566;0.1875
05.616;05.567;0.0
05.616;05.568;0.0
05.616;05.569;0.0
05.616;05.570;0.0
05.616;05.571;0.0
05.616;05.572;0.0
05.616;05.573;0
05.616;05.574;0
05.616;05.575;0.0
05.616;05.576;0.0512821
05.616;05.577;0.0
05.616;05.578;0.0
05.616;05.579;0.1
05.616;05.580;0.08
05.616;05.581;0.0333333
05.616;05.582;0.0357143
05.616;05.583;0.103448
05.616;05.584;0.107143
05.616;05.585;0.05
05.616;05.586;0
05.616;05.587;0.166667
05.616;05.588;0
05.616;05.589;0.0222222
05.616;05.590;0.16
05.616;05.591;0.0
05.616;05.592;0
05.616;05.593;0.0606061
05.616;05.594;0.1
05.616;05.595;0.111111
05.616;05.596;0.133333
05.616;05.597;0.037037
05.616;05.598;0
05.616;05.599;0.0238095
05.616;05.600;0.0434783
05.616;05.601;0
05.616;05.604;0
05.616;05.607;0.0294118
05.616;05.611;0.162162
05.616;05.613;0.117647
05.616;05.614;0.025641
05.616;05.615;0.0
05.616;05.616;0.156997
05.616;22.400;0.0
22.400;05.554;0.0
22.400;05.555;0.0
22.400;05.556;0.0
22.400;05.557;0.0
22.400;05.558;0.0
22.400;05.559;0.0
22.400;05.560;0.0
22.400;05.561;0.0
22.400;05.562;0.4
22.400;05.563;0.25
22.400;05.564;0.0
22.400;05.565;0.153846
22.400;05.566;0.0
22.400;05.567;0.0
22.400;05.568;0.0
22.400;05.569;0.0
22.400;05.570;0.222222
22.400;05.571;0.0
22.400;05.572;0.0
22.400;05.573;0.0
22.400;05.574;0.0
22.400;05.575;0.0
22.400;05.576;0.0
22.400;05.577;0.0
22.400;05.578;0.0
22.400;05.579;0.0
22.400;05.580;0.0
22.400;05.581;0.0
22.400;05.582;0.0
22.400;05.583;0.0
22.400;05.584;0.0
22.400;05.585;0.0
22.400;05.586;0.0
22.400;05.587;0.0
22.400;05.588;0.0
22.400;05.589;0.0
22.400;05.590;0.0
22.400;05.591;0.0
22.400;05.592;0.0
22.400;05.593;0.0
22.400;05.594;0.0
22.400;05.595;0.0
22.400;05.596;0.0
22.400;05.597;0.0
22.400;05.598;0.0
22.400;05.599;0.0
22.400;05.600;0.0
22.400;05.601;0.0
22.400;05.604;0.0
22.400;05.607;0.0
22.400;05.611;0.0
22.400;05.613;0.0
22.400;05.614;0.185185
22.400;05.615;0.0
22.400;05.616;0.0
22.400;22.400;0.6
